,date,client,asset,currency,price_local,rate_to_usd,price_usd,quantity,value_local,value_usd
33,2024-01-01,Client_6,Asset_2,USD,282.34,1.0,282.34,686.0,193685.24,193685.24
34,2024-01-01,Client_6,Asset_3,EUR,163.27,1.092848,178.42929296000003,188.0,30694.760000000002,33544.70707648001
35,2024-01-01,Client_6,Asset_32,GBP,113.53,1.228867,139.51327050999998,829.0,94116.37,115656.50125278998
36,2024-01-01,Client_7,Asset_18,USD,228.71,1.0,228.71,612.0,139970.52000000002,139970.52000000002
37,2024-01-01,Client_7,Asset_8,CAD,94.58,0.73088,69.1266304,472.0,44641.76,32627.7695488
38,2024-01-01,Client_7,Asset_27,USD,250.38,1.0,250.38,128.0,32048.64,32048.64
39,2024-01-01,Client_7,Asset_38,USD,238.09,1.0,238.09,264.0,62855.76,62855.76
40,2024-01-01,Client_8,Asset_26,USD,223.36,1.0,223.36,735.0,164169.6,164169.6
41,2024-01-01,Client_8,Asset_47,CAD,39.36,0.73088,28.7674368,507.0,19955.52,14585.0904576
42,2024-01-01,Client_8,Asset_9,USD,100.31,1.0,100.31,571.0,57277.01,57277.01
43,2024-01-01,Client_8,Asset_45,USD,170.17,1.0,170.17,395.0,67217.15,67217.15
44,2024-01-01,Client_10,Asset_30,USD,261.2,1.0,261.2,78.0,20373.6,20373.6
45,2024-01-01,Client_10,Asset_4,AUD,59.35,0.666352,39.547991200000006,636.0,37746.6,25152.522403200004
46,2024-01-01,Client_10,Asset_11,AUD,116.78,0.666352,77.81658656,693.0,80928.54,53926.894486080004
47,2024-01-01,Client_10,Asset_40,GBP,85.33,1.228867,104.85922111,237.0,20223.21,24851.63540307
48,2024-01-01,Client_10,Asset_10,GBP,138.48,1.228867,170.17350215999997,390.0,54007.2,66367.66584239999
49,2024-01-01,Client_10,Asset_14,USD,291.07,1.0,291.07,552.0,160670.63999999998,160670.63999999998
50,2024-01-01,Client_10,Asset_22,CHF,249.77,1.09265,272.9111905,986.0,246273.22,269090.43383299996
51,2024-01-01,Client_10,Asset_29,CAD,93.99,0.73088,68.6954112,960.0,90230.4,65947.59475199999
52,2024-01-01,Client_10,Asset_45,USD,170.17,1.0,170.17,122.0,20760.739999999998,20760.739999999998
53,2024-01-01,Client_10,Asset_15,USD,249.63,1.0,249.63,389.0,97106.06999999999,97106.06999999999
54,2024-01-01,Client_10,Asset_32,GBP,113.53,1.228867,139.51327050999998,658.0,74702.74,91799.73199557999
55,2024-01-01,Client_10,Asset_19,CAD,97.19,0.73088,71.03422719999999,37.0,3596.0299999999997,2628.2664063999996
56,2024-01-01,Client_10,Asset_13,USD,169.73,1.0,169.73,512.0,86901.76,86901.76
57,2024-01-01,Client_10,Asset_31,GBP,94.24,1.228867,115.80842607999999,806.0,75957.44,93341.59142047999
58,2024-01-01,Client_10,Asset_27,USD,250.38,1.0,250.38,248.0,62094.24,62094.24
59,2024-01-01,Client_10,Asset_43,GBP,252.08,1.228867,309.77279336,197.0,49659.76,61025.240291919996
60,2024-01-01,Client_10,Asset_36,AUD,59.23,0.666352,39.46802896,214.0,12675.22,8446.15819744
61,2024-01-01,Client_6,Asset_21,EUR,97.97,1.092848,107.06631856,226.0,22141.22,24196.98799456
62,2024-01-01,Client_10,Asset_5,USD,94.81,1.0,94.81,92.0,8722.52,8722.52
63,2024-01-01,Client_10,Asset_33,USD,191.52,1.0,191.52,140.0,26812.800000000003,26812.800000000003
64,2024-01-01,Client_9,Asset_22,CHF,249.77,1.09265,272.9111905,933.0,233035.41,254626.14073649998
65,2024-01-01,Client_8,Asset_13,USD,169.73,1.0,169.73,484.0,82149.31999999999,82149.31999999999
66,2024-01-01,Client_8,Asset_33,USD,191.52,1.0,191.52,434.0,83119.68000000001,83119.68000000001
67,2024-01-01,Client_8,Asset_19,CAD,97.19,0.73088,71.03422719999999,725.0,70462.75,51499.814719999995
68,2024-01-01,Client_8,Asset_11,AUD,116.78,0.666352,77.81658656,799.0,93307.22,62175.45266144
69,2024-01-01,Client_8,Asset_44,USD,258.28,1.0,258.28,508.0,131206.24,131206.24
70,2024-01-01,Client_9,Asset_48,USD,158.18,1.0,158.18,786.0,124329.48000000001,124329.48000000001
71,2024-01-01,Client_9,Asset_38,USD,238.09,1.0,238.09,665.0,158329.85,158329.85
72,2024-01-01,Client_9,Asset_19,CAD,97.19,0.73088,71.03422719999999,612.0,59480.28,43472.9470464
73,2024-01-01,Client_9,Asset_17,CAD,99.05,0.73088,72.393664,788.0,78051.4,57046.207232
74,2024-01-01,Client_9,Asset_18,USD,228.71,1.0,228.71,731.0,167187.01,167187.01
75,2024-01-01,Client_9,Asset_25,USD,210.8,1.0,210.8,80.0,16864.0,16864.0
76,2024-01-01,Client_9,Asset_43,GBP,252.08,1.228867,309.77279336,557.0,140408.56,172543.44590152
77,2024-01-01,Client_9,Asset_31,GBP,94.24,1.228867,115.80842607999999,845.0,79632.8,97858.12003759999
78,2024-01-01,Client_9,Asset_6,USD,141.51,1.0,141.51,785.0,111085.34999999999,111085.34999999999
79,2024-01-01,Client_9,Asset_29,CAD,93.99,0.73088,68.6954112,758.0,71244.42,52071.1216896
80,2024-01-01,Client_9,Asset_27,USD,250.38,1.0,250.38,215.0,53831.7,53831.7
81,2024-01-01,Client_9,Asset_13,USD,169.73,1.0,169.73,914.0,155133.22,155133.22
82,2024-01-01,Client_9,Asset_50,AUD,87.6,0.666352,58.3724352,874.0,76562.4,51017.5083648
83,2024-01-01,Client_10,Asset_42,GBP,79.87,1.228867,98.14960729,973.0,77713.51000000001,95499.56789317001
84,2024-01-01,Client_6,Asset_22,CHF,249.77,1.09265,272.9111905,816.0,203812.32,222695.531448
85,2024-01-01,Client_6,Asset_12,USD,83.76,1.0,83.76,756.0,63322.560000000005,63322.560000000005
86,2024-01-01,Client_6,Asset_35,USD,137.9,1.0,137.9,947.0,130591.3,130591.3
87,2024-01-01,Client_3,Asset_10,GBP,138.48,1.228867,170.17350215999997,558.0,77271.84,94956.81420527998
88,2024-01-01,Client_3,Asset_2,USD,282.34,1.0,282.34,64.0,18069.76,18069.76
89,2024-01-01,Client_3,Asset_9,USD,100.31,1.0,100.31,673.0,67508.63,67508.63
90,2024-01-01,Client_3,Asset_37,SEK,137.67,0.095007,13.079613689999999,616.0,84804.71999999999,8057.042033039999
91,2024-01-01,Client_3,Asset_47,CAD,39.36,0.73088,28.7674368,773.0,30425.28,22237.2286464
92,2024-01-01,Client_3,Asset_33,USD,191.52,1.0,191.52,96.0,18385.920000000002,18385.920000000002
93,2024-01-01,Client_3,Asset_42,GBP,79.87,1.228867,98.14960729,91.0,7268.17,8931.61426339
94,2024-01-01,Client_3,Asset_30,USD,261.2,1.0,261.2,567.0,148100.4,148100.4
95,2024-01-01,Client_3,Asset_6,USD,141.51,1.0,141.51,299.0,42311.49,42311.49
96,2024-01-01,Client_3,Asset_18,USD,228.71,1.0,228.71,570.0,130364.70000000001,130364.70000000001
97,2024-01-01,Client_3,Asset_39,AUD,30.58,0.666352,20.37704416,808.0,24708.64,16464.65168128
98,2024-01-01,Client_3,Asset_26,USD,223.36,1.0,223.36,145.0,32387.2,32387.2
99,2024-01-01,Client_3,Asset_28,USD,293.85,1.0,293.85,852.0,250360.2,250360.2
100,2024-01-01,Client_3,Asset_4,AUD,59.35,0.666352,39.547991200000006,671.0,39823.85,26536.702095200002
101,2024-01-01,Client_3,Asset_50,AUD,87.6,0.666352,58.3724352,399.0,34952.399999999994,23290.6016448
102,2024-01-01,Client_3,Asset_45,USD,170.17,1.0,170.17,190.0,32332.3,32332.3
103,2024-01-01,Client_3,Asset_23,CAD,99.55,0.73088,72.759104,947.0,94273.84999999999,68902.87148799999
104,2024-01-01,Client_3,Asset_34,USD,77.24,1.0,77.24,236.0,18228.64,18228.64
105,2024-01-01,Client_3,Asset_15,USD,249.63,1.0,249.63,130.0,32451.899999999998,32451.899999999998
106,2024-01-01,Client_3,Asset_19,CAD,97.19,0.73088,71.03422719999999,130.0,12634.699999999999,9234.449535999998
107,2024-01-01,Client_3,Asset_14,USD,291.07,1.0,291.07,850.0,247409.5,247409.5
108,2024-01-01,Client_2,Asset_2,USD,282.34,1.0,282.34,480.0,135523.19999999998,135523.19999999998
109,2024-01-01,Client_2,Asset_17,CAD,99.05,0.73088,72.393664,476.0,47147.799999999996,34459.384064
110,2024-01-01,Client_2,Asset_8,CAD,94.58,0.73088,69.1266304,213.0,20145.54,14723.9722752
111,2024-01-01,Client_2,Asset_49,USD,118.17,1.0,118.17,84.0,9926.28,9926.28
112,2024-01-01,Client_2,Asset_48,USD,158.18,1.0,158.18,272.0,43024.96,43024.96
113,2024-01-01,Client_2,Asset_47,CAD,39.36,0.73088,28.7674368,47.0,1849.92,1352.0695296
114,2024-01-01,Client_2,Asset_36,AUD,59.23,0.666352,39.46802896,925.0,54787.75,36507.926788
115,2024-01-01,Client_2,Asset_19,CAD,97.19,0.73088,71.03422719999999,294.0,28573.86,20884.062796799997
116,2024-01-01,Client_2,Asset_40,GBP,85.33,1.228867,104.85922111,498.0,42494.34,52219.89211278
117,2024-01-01,Client_2,Asset_11,AUD,116.78,0.666352,77.81658656,619.0,72286.82,48168.46708064
118,2024-01-01,Client_2,Asset_20,USD,229.49,1.0,229.49,895.0,205393.55000000002,205393.55000000002
119,2024-01-01,Client_2,Asset_15,USD,249.63,1.0,249.63,718.0,179234.34,179234.34
120,2024-01-01,Client_2,Asset_13,USD,169.73,1.0,169.73,368.0,62460.64,62460.64
121,2024-01-01,Client_2,Asset_43,GBP,252.08,1.228867,309.77279336,311.0,78396.88,96339.33873496
122,2024-01-01,Client_2,Asset_12,USD,83.76,1.0,83.76,389.0,32582.640000000003,32582.640000000003
123,2024-01-01,Client_2,Asset_35,USD,137.9,1.0,137.9,115.0,15858.5,15858.5
124,2024-01-01,Client_2,Asset_14,USD,291.07,1.0,291.07,323.0,94015.61,94015.61
125,2024-01-01,Client_2,Asset_23,CAD,99.55,0.73088,72.759104,105.0,10452.75,7639.705919999999
126,2024-01-01,Client_3,Asset_32,GBP,113.53,1.228867,139.51327050999998,650.0,73794.5,90683.62583149999
127,2024-01-01,Client_3,Asset_40,GBP,85.33,1.228867,104.85922111,521.0,44456.93,54631.654198309996
128,2024-01-01,Client_4,Asset_3,EUR,163.27,1.092848,178.42929296000003,776.0,126697.52,138461.13133696
129,2024-01-01,Client_5,Asset_7,JPY,3200.74,0.006609,21.15369066,705.0,2256521.6999999997,14913.3519153
130,2024-01-01,Client_5,Asset_16,SEK,56.17,0.095007,5.3365431899999995,972.0,54597.240000000005,5187.11998068
131,2024-01-01,Client_5,Asset_8,CAD,94.58,0.73088,69.1266304,593.0,56085.94,40992.0918272
132,2024-01-01,Client_5,Asset_5,USD,94.81,1.0,94.81,596.0,56506.76,56506.76
133,2024-01-01,Client_5,Asset_31,GBP,94.24,1.228867,115.80842607999999,50.0,4712.0,5790.4213039999995
134,2024-01-01,Client_5,Asset_15,USD,249.63,1.0,249.63,113.0,28208.19,28208.19
135,2024-01-01,Client_5,Asset_40,GBP,85.33,1.228867,104.85922111,138.0,11775.539999999999,14470.572513179999
136,2024-01-01,Client_5,Asset_20,USD,229.49,1.0,229.49,653.0,149856.97,149856.97
137,2024-01-01,Client_5,Asset_18,USD,228.71,1.0,228.71,12.0,2744.52,2744.52
138,2024-01-01,Client_5,Asset_36,AUD,59.23,0.666352,39.46802896,68.0,4027.64,2683.8259692799998
139,2024-01-01,Client_5,Asset_10,GBP,138.48,1.228867,170.17350215999997,667.0,92366.15999999999,113505.72594071997
140,2024-01-01,Client_5,Asset_25,USD,210.8,1.0,210.8,961.0,202578.80000000002,202578.80000000002
141,2024-01-01,Client_5,Asset_3,EUR,163.27,1.092848,178.42929296000003,782.0,127677.14000000001,139531.70709472
142,2024-01-01,Client_6,Asset_7,JPY,3200.74,0.006609,21.15369066,374.0,1197076.76,7911.48030684
143,2024-01-01,Client_6,Asset_14,USD,291.07,1.0,291.07,641.0,186575.87,186575.87
144,2024-01-01,Client_6,Asset_13,USD,169.73,1.0,169.73,758.0,128655.34,128655.34
145,2024-01-01,Client_6,Asset_29,CAD,93.99,0.73088,68.6954112,511.0,48028.89,35103.355123199995
146,2024-01-01,Client_3,Asset_3,EUR,163.27,1.092848,178.42929296000003,852.0,139106.04,152021.75760192002
147,2024-01-01,Client_5,Asset_42,GBP,79.87,1.228867,98.14960729,653.0,52155.11,64091.693560370004
148,2024-01-01,Client_4,Asset_44,USD,258.28,1.0,258.28,172.0,44424.159999999996,44424.159999999996
149,2024-01-01,Client_4,Asset_28,USD,293.85,1.0,293.85,200.0,58770.00000000001,58770.00000000001
150,2024-01-01,Client_4,Asset_12,USD,83.76,1.0,83.76,672.0,56286.72,56286.72
151,2024-01-01,Client_4,Asset_49,USD,118.17,1.0,118.17,837.0,98908.29000000001,98908.29000000001
152,2024-01-01,Client_4,Asset_26,USD,223.36,1.0,223.36,74.0,16528.64,16528.64
153,2024-01-01,Client_4,Asset_35,USD,137.9,1.0,137.9,704.0,97081.6,97081.6
154,2024-01-01,Client_4,Asset_4,AUD,59.35,0.666352,39.547991200000006,554.0,32879.9,21909.587124800004
155,2024-01-01,Client_4,Asset_47,CAD,39.36,0.73088,28.7674368,37.0,1456.32,1064.3951616
156,2024-01-01,Client_4,Asset_34,USD,77.24,1.0,77.24,629.0,48583.96,48583.96
157,2024-01-01,Client_4,Asset_40,GBP,85.33,1.228867,104.85922111,740.0,63144.2,77595.82362139999
158,2024-01-01,Client_4,Asset_37,SEK,137.67,0.095007,13.079613689999999,189.0,26019.629999999997,2472.04698741
159,2024-01-01,Client_4,Asset_45,USD,170.17,1.0,170.17,330.0,56156.1,56156.1
160,2024-01-01,Client_4,Asset_23,CAD,99.55,0.73088,72.759104,365.0,36335.75,26557.072959999998
161,2024-01-01,Client_4,Asset_38,USD,238.09,1.0,238.09,879.0,209281.11000000002,209281.11000000002
162,2024-01-01,Client_4,Asset_2,USD,282.34,1.0,282.34,692.0,195379.27999999997,195379.27999999997
163,2024-01-01,Client_4,Asset_36,AUD,59.23,0.666352,39.46802896,940.0,55676.2,37099.9472224
164,2024-01-01,Client_4,Asset_39,AUD,30.58,0.666352,20.37704416,30.0,917.4,611.3113248
165,2024-01-01,Client_4,Asset_7,JPY,3200.74,0.006609,21.15369066,41.0,131230.34,867.30131706
166,2024-01-01,Client_4,Asset_1,EUR,258.87,1.092848,282.90556176,373.0,96558.51,105523.77453648
167,2024-01-01,Client_4,Asset_32,GBP,113.53,1.228867,139.51327050999998,737.0,83671.61,102821.28036586998
168,2024-01-01,Client_7,Asset_29,CAD,93.99,0.73088,68.6954112,160.0,15038.4,10991.265791999998
169,2024-01-01,Client_1,Asset_42,GBP,79.87,1.228867,98.14960729,748.0,59742.76,73415.90625292
170,2024-01-01,Client_1,Asset_26,USD,223.36,1.0,223.36,468.0,104532.48000000001,104532.48000000001
171,2024-01-01,Client_1,Asset_10,GBP,138.48,1.228867,170.17350215999997,180.0,24926.399999999998,30631.230388799995
172,2024-01-01,Client_1,Asset_44,USD,258.28,1.0,258.28,266.0,68702.48,68702.48
173,2024-01-01,Client_1,Asset_49,USD,118.17,1.0,118.17,22.0,2599.7400000000002,2599.7400000000002
174,2024-01-01,Client_1,Asset_14,USD,291.07,1.0,291.07,481.0,140004.66999999998,140004.66999999998
175,2024-01-01,Client_1,Asset_2,USD,282.34,1.0,282.34,618.0,174486.12,174486.12
176,2024-01-01,Client_1,Asset_30,USD,261.2,1.0,261.2,112.0,29254.399999999998,29254.399999999998
177,2024-01-01,Client_1,Asset_20,USD,229.49,1.0,229.49,148.0,33964.520000000004,33964.520000000004
178,2024-01-01,Client_1,Asset_18,USD,228.71,1.0,228.71,635.0,145230.85,145230.85
179,2024-01-01,Client_1,Asset_39,AUD,30.58,0.666352,20.37704416,334.0,10213.72,6805.93274944
180,2024-01-01,Client_1,Asset_8,CAD,94.58,0.73088,69.1266304,690.0,65260.2,47697.374976
181,2024-01-01,Client_1,Asset_25,USD,210.8,1.0,210.8,80.0,16864.0,16864.0
182,2024-01-01,Client_1,Asset_22,CHF,249.77,1.09265,272.9111905,640.0,159852.80000000002,174663.16191999998
183,2024-01-01,Client_1,Asset_38,USD,238.09,1.0,238.09,804.0,191424.36000000002,191424.36000000002
184,2024-01-01,Client_1,Asset_50,AUD,87.6,0.666352,58.3724352,474.0,41522.399999999994,27668.5342848
185,2024-01-01,Client_1,Asset_24,USD,226.34,1.0,226.34,680.0,153911.2,153911.2
186,2024-01-01,Client_1,Asset_1,EUR,258.87,1.092848,282.90556176,419.0,108466.53,118537.43037744
187,2024-01-01,Client_1,Asset_4,AUD,59.35,0.666352,39.547991200000006,296.0,17567.600000000002,11706.205395200002
188,2024-01-01,Client_1,Asset_13,USD,169.73,1.0,169.73,387.0,65685.51,65685.51
189,2024-01-02,Client_6,Asset_25,USD,211.13,1.0,211.13,711.0,150113.43,150113.43
190,2024-01-02,Client_6,Asset_38,USD,234.49,1.0,234.49,738.0,173053.62,173053.62
191,2024-01-02,Client_6,Asset_15,USD,245.85,1.0,245.85,311.0,76459.34999999999,76459.34999999999
192,2024-01-02,Client_6,Asset_13,USD,172.93,1.0,172.93,454.0,78510.22,78510.22
193,2024-01-02,Client_6,Asset_34,USD,77.49,1.0,77.49,491.0,38047.59,38047.59
194,2024-01-02,Client_6,Asset_50,AUD,87.72,0.672395,58.9824894,342.0,30000.239999999998,20172.0113748
195,2024-01-02,Client_4,Asset_8,CAD,96.93,0.732724,71.02293732000001,650.0,63004.50000000001,46164.90925800001
196,2024-01-02,Client_4,Asset_42,GBP,79.68,1.266247,100.89456096,720.0,57369.600000000006,72644.0838912
197,2024-01-02,Client_4,Asset_25,USD,211.13,1.0,211.13,542.0,114432.45999999999,114432.45999999999
198,2024-01-02,Client_4,Asset_13,USD,172.93,1.0,172.93,692.0,119667.56,119667.56
199,2024-01-02,Client_4,Asset_39,AUD,30.58,0.672395,20.561839099999997,770.0,23546.6,15832.616106999998
200,2024-01-02,Client_4,Asset_1,EUR,258.32,1.07338,277.2755216,92.0,23765.44,25509.3479872
201,2024-01-02,Client_4,Asset_31,GBP,95.89,1.266247,121.42042482999999,853.0,81794.17,103571.62237998999
202,2024-01-02,Client_6,Asset_40,GBP,87.3,1.266247,110.5433631,798.0,69665.4,88213.6037538
203,2024-01-02,Client_4,Asset_14,USD,295.82,1.0,295.82,981.0,290199.42,290199.42
204,2024-01-02,Client_6,Asset_47,CAD,39.63,0.732724,29.037852120000004,373.0,14781.990000000002,10831.118840760002
205,2024-01-02,Client_6,Asset_36,AUD,60.44,0.672395,40.639553799999995,801.0,48412.439999999995,32552.282593799995
206,2024-01-02,Client_6,Asset_32,GBP,113.59,1.266247,143.83299673,886.0,100640.74,127436.03510277999
207,2024-01-02,Client_6,Asset_45,USD,172.29,1.0,172.29,812.0,139899.47999999998,139899.47999999998
208,2024-01-02,Client_7,Asset_14,USD,295.82,1.0,295.82,544.0,160926.08,160926.08
209,2024-01-02,Client_9,Asset_33,USD,188.4,1.0,188.4,959.0,180675.6,180675.6
210,2024-01-02,Client_5,Asset_38,USD,234.49,1.0,234.49,213.0,49946.37,49946.37
211,2024-01-02,Client_3,Asset_33,USD,188.4,1.0,188.4,89.0,16767.600000000002,16767.600000000002
212,2024-01-02,Client_8,Asset_44,USD,258.28,1.0,258.28,825.0,213080.99999999997,213080.99999999997
213,2024-01-02,Client_8,Asset_36,AUD,60.44,0.672395,40.639553799999995,413.0,24961.719999999998,16784.135719399997
214,2024-01-02,Client_10,Asset_32,GBP,113.59,1.266247,143.83299673,986.0,111999.74,141819.33477577998
215,2024-01-02,Client_10,Asset_2,USD,296.98,1.0,296.98,763.0,226595.74000000002,226595.74000000002
216,2024-01-02,Client_10,Asset_12,USD,84.73,1.0,84.73,560.0,47448.8,47448.8
217,2024-01-02,Client_3,Asset_47,CAD,39.63,0.732724,29.037852120000004,630.0,24966.9,18293.8468356
218,2024-01-02,Client_3,Asset_35,USD,137.9,1.0,137.9,913.0,125902.70000000001,125902.70000000001
219,2024-01-02,Client_3,Asset_18,USD,225.93,1.0,225.93,967.0,218474.31,218474.31
220,2024-01-02,Client_3,Asset_40,GBP,87.3,1.266247,110.5433631,96.0,8380.8,10612.1628576
221,2024-01-02,Client_5,Asset_15,USD,245.85,1.0,245.85,529.0,130054.65,130054.65
222,2024-01-02,Client_5,Asset_18,USD,225.93,1.0,225.93,427.0,96472.11,96472.11
223,2024-01-02,Client_5,Asset_2,USD,296.98,1.0,296.98,421.0,125028.58,125028.58
224,2024-01-02,Client_5,Asset_26,USD,222.39,1.0,222.39,915.0,203486.84999999998,203486.84999999998
225,2024-01-02,Client_5,Asset_7,JPY,3116.87,0.006584,20.52147208,258.0,804152.46,5294.53979664
226,2024-01-02,Client_5,Asset_4,AUD,57.71,0.672395,38.80391545,864.0,49861.44,33526.5829488
227,2024-01-02,Client_5,Asset_9,USD,103.67,1.0,103.67,531.0,55048.770000000004,55048.770000000004
228,2024-01-02,Client_5,Asset_16,SEK,57.14,0.096397,5.50812458,640.0,36569.6,3525.1997312
229,2024-01-02,Client_5,Asset_43,GBP,249.84,1.266247,316.35915048,553.0,138161.52,174946.61021543999
230,2024-01-02,Client_5,Asset_25,USD,211.13,1.0,211.13,956.0,201840.28,201840.28
231,2024-01-02,Client_2,Asset_33,USD,188.4,1.0,188.4,882.0,166168.80000000002,166168.80000000002
232,2024-01-02,Client_5,Asset_50,AUD,87.72,0.672395,58.9824894,190.0,16666.8,11206.672986
233,2024-01-02,Client_5,Asset_23,CAD,99.29,0.732724,72.75216596000001,866.0,85985.14,63003.37572136001
234,2024-01-02,Client_6,Asset_23,CAD,99.29,0.732724,72.75216596000001,74.0,7347.46,5383.660281040001
235,2024-01-02,Client_1,Asset_34,USD,77.49,1.0,77.49,723.0,56025.27,56025.27
236,2024-01-02,Client_6,Asset_2,USD,296.98,1.0,296.98,732.0,217389.36000000002,217389.36000000002
237,2024-01-02,Client_6,Asset_26,USD,222.39,1.0,222.39,768.0,170795.52,170795.52
238,2024-01-02,Client_6,Asset_21,EUR,97.96,1.07338,105.14830479999999,881.0,86302.76,92635.6565288
239,2024-01-02,Client_3,Asset_23,CAD,99.29,0.732724,72.75216596000001,792.0,78637.68000000001,57619.71544032001
240,2024-01-02,Client_3,Asset_47,CAD,39.63,0.732724,29.037852120000004,661.0,26195.43,19194.020251320002
241,2024-01-02,Client_6,Asset_17,CAD,100.0,0.732724,73.2724,52.0,5200.0,3810.1648000000005
242,2024-01-02,Client_6,Asset_6,USD,141.98,1.0,141.98,777.0,110318.45999999999,110318.45999999999
243,2024-01-02,Client_6,Asset_11,AUD,115.23,0.672395,77.48007584999999,331.0,38141.130000000005,25645.905106349997
244,2024-01-02,Client_8,Asset_19,CAD,99.23,0.732724,72.70820252,186.0,18456.780000000002,13523.72566872
245,2024-01-02,Client_9,Asset_16,SEK,57.14,0.096397,5.50812458,440.0,25141.6,2423.5748151999996
246,2024-01-02,Client_9,Asset_15,USD,245.85,1.0,245.85,432.0,106207.2,106207.2
247,2024-01-02,Client_6,Asset_8,CAD,96.93,0.732724,71.02293732000001,492.0,47689.560000000005,34943.285161440006
248,2024-01-02,Client_9,Asset_34,USD,77.49,1.0,77.49,770.0,59667.299999999996,59667.299999999996
249,2024-01-02,Client_9,Asset_49,USD,118.17,1.0,118.17,633.0,74801.61,74801.61
250,2024-01-02,Client_9,Asset_24,USD,229.95,1.0,229.95,231.0,53118.45,53118.45
251,2024-01-02,Client_5,Asset_29,CAD,94.51,0.732724,69.24974524000001,499.0,47160.490000000005,34555.62287476
252,2024-01-02,Client_9,Asset_5,USD,95.89,1.0,95.89,820.0,78629.8,78629.8
253,2024-01-02,Client_9,Asset_5,USD,93.28,1.0,93.28,820.0,76489.6,76489.6
254,2024-01-02,Client_9,Asset_14,USD,295.82,1.0,295.82,937.0,277183.33999999997,277183.33999999997
255,2024-01-02,Client_9,Asset_50,AUD,87.72,0.672395,58.9824894,669.0,58684.68,39459.2854086
