date,client,asset,currency,quantity,misc_col
2024-01-04,Client_1,asset_3 ,EUR,995.0,
2024-01-04,Client_1,asset_45 ,USD,337.0,
2024-01-04,Client_1,Asset_12,USD,874.0,
2024-01-04,Client_1,Asset_23,CAD,222.0,
2024-01-04,Client_1,Asset_5,USD,204.0,
2024-01-04,Client_1,Asset_10,GBP,877.0,
2024-01-04,Client_1,Asset_11,aud,18.0,
2024-01-04,Client_1,Asset_20,USD,278.0,
2024-01-04,Client_1,ASSET_37 ,SEK,-49.0,
2024-01-04,Client_1,Asset_4,AUD,0.0,
2024-01-04,Client_1,Asset_7,JPY,526.0,
2024-01-04,Client_1,ASSET_26,USD,382.0,
2024-01-04,Client_1,Asset_24,USD,609.0,N/A
2024-01-04,Client_1,Asset_14,USD,465.0,
2024-01-04,Client_1,Asset_6,USD,724.0,
2024-01-04,Client_1,Asset_46,EUR,118.0,
2024-01-05,Client_1,Asset_38,USD,693.0,
01/05/2024,Client_1,Asset_28,USD,339.0,
2024-01-05,Client_1,Asset_37,SEK,83.0,
2024-01-05,Client_1,Asset_45,USD,251.0,
2024-01-05,Client_1,asset_7,JPY,36.0,
2024-01-05,Client_1,Asset_12,USD,882.0,
2024-01-05,Client_1,Asset_8,CAD,950.0,
2024-01-05,Client_1,Asset_35,USD,590.0,
2024-01-05,Client_1,Asset_4,AUD,446.0,
2024-01-05,Client_1,Asset_47,CAD,639.0,
2024-01-05,Client_1,Asset_39,AUD,942.0,
2024-01-05,Client_1,Asset_21,EUR,565.0,
2024-01-05,Client_1,Asset_42,GBP,528.0,
2024-01-05,Client_1,Asset_30,USD,18.0,
2024-01-05,Client_1,Asset_29,CAD,281.0,
2024-01-05,Client_1,Asset_11,AUD,387.0,
2024-01-05,Client_1,Asset_27,USD,854.0,
2024-01-05,Client_1,Asset_41,JPY,410.0,
2024-01-08,Client_1,Asset_34,USD,822.0,
2024-01-08,Client_1,Asset_32,GBP,76.0,
2024-01-08,Client_1,Asset_6,USD,112.0,
2024-01-08,Client_1,Asset_46,EUR,942.0,
2024-01-08,CLIENT_1,Asset_47,CAD,864.0,
2024-01-08,Client_1,Asset_36,AUD,308.0,
2024-01-08,Client_1,Asset_50,AUD,507.0,
2024-01-08,Client_1,Asset_29,CAD,247.0,
2024-01-08,Client_1,ASSET_16 ,SEK,115.0,
01/08/2024,Client_1,Asset_31,GBP,728.0,
2024-01-08,Client_1,Asset_40,GBP,964.0,
2024-01-08,Client_1,Asset_8,CAD,195.0,
2024-01-08,Client_1,Asset_1,EUR,693.0,
2024-01-08,Client_1,Asset_19,CAD,800.0,
01/08/2024,Client_1,Asset_49,USD,437.0,
2024-01-08,Client_1,Asset_38,USD,663.0,
2024-01-08,Client_1,Asset_26,USD,345.0,
2024-01-08,Client_1,Asset_7,JPY,564.0,
2024-01-08,Client_1,Asset_24,USD,541.0,
2024-01-08,Client_1,Asset_23,CAD,518.0,N/A
2024-01-08,Client_1,Asset_37,sek,297.0,
20240108,Client_1,Asset_9,USD,800.0,
2024-01-08,Client_1,Asset_27,USD,,
2024-01-08,Client_1,Asset_25,usd,694.0,
2024-01-08,Client_1,Asset_21,EUR,492.0,
2024-01-09,Client_1,Asset_4,AUD,175.0,
2024-01-09,Client_1,Asset_11,AUD,717.0,
20240109,Client_1,Asset_2,USD,974.0,
2024-01-09,Client_1,Asset_33,USD,694.0,
20240109,Client_1,Asset_12,USD,810.0,
2024-01-09,Client_1,Asset_49,USD,866.0,irrelevant
20240109,Client_1,ASSET_38,USD,334.0,
2024-01-09,Client_1,Asset_24,USD,989.0,
2024-01-09,Client_1,Asset_21,EUR,783.0,
2024-01-09,Client_1,Asset_47,CAD,763.0,
2024-01-09,Client_1,Asset_45,USD,369.0,
2024-01-09,Client_1,Asset_8,CAD,835.0,
2024-01-09,Client_1,Asset_39,AUD,78.0,
2024-01-09,Client_1,Asset_19,CAD,24.0,
2024-01-09,Client_1,Asset_15,USD,149.0,
2024-01-09,Client_1,Asset_1,EUR,769.0,
2024-01-09,Client_1,Asset_22,CHF,951.0,
2024-01-09,Client_1,Asset_6,USD,748.0,
2024-01-09,Client_1,Asset_3,EUR,14.0,
2024-01-09,Client_1,ASSET_40,GBP,91.0,
20240109,Client_1,Asset_41,JPY,61.0,
2024-01-10,Client_1,Asset_46,EUR,367.0,
2024-01-10,Client_1,Asset_24,USD,340.0,
2024-01-10,Client_1,Asset_21,EUR,818.0,
2024-01-10,Client_1,Asset_5,USD,360.0,
2024-01-10,Client_1,Asset_47,CAD,938.0,
2024-01-10,Client_1,Asset_30,USD ,914.0,
2024-01-10,Client_1,Asset_44,USD,364.0,
2024-01-10,Client_1,Asset_19,CAD,377.0,
2024-01-10,Client_1,Asset_17,CAD,973.0,
10-01-2024,Client_1,Asset_8,CAD,103.0,
2024-01-10,Client_1,Asset_43,GBP,759.0,
2024-01-10,Client_1,Asset_41,JPY,208.0,
2024-01-10,Client_1,Asset_27,USD,555.0,
2024-01-10,Client_1,Asset_7,JPY,761.0,
2024-01-10,Client_1,Asset_12,USD,630.0,irrelevant
2024-01-10,Client_1,ASSET_42 ,GBP,336.0,
2024-01-10,CLIENT_1,Asset_48,USD,62.0,
2024-01-10,Client_1,ASSET_25 ,USD,635.0,
2024-01-10,Client_1,ASSET_37 ,SEK,932.0,
2024-01-10,Client_1,Asset_49,USD,457.0,
2024-01-10,Client_1,Asset_34,USD,568.0,
2024-01-10,Client_1,asset_13 ,USD,193.0,
2024-01-10,Client_1,Asset_40,gbp ,887.0,
2024-01-11,Client_1,Asset_11,AUD,564.0,
2024-01-11,Client_1,Asset_10,GBP,212.0,
2024-01-11,Client_1,Asset_30,USD,571.0,
2024-01-11,Client_1,Asset_5,USD,895.0,
11-01-2024,Client_1,Asset_39,AUD,258.0,
01/11/2024,Client_1,Asset_44,USD,120.0,
2024-01-11,Client_1,Asset_13,USD,898.0,
2024-01-11,Client_1,Asset_23,CAD,69.0,
2024-01-11,Client_1,Asset_3,EUR,980.0,
2024-01-11,Client_1,Asset_28,USD,576.0,
2024-01-11,Client_1,Asset_36,AUD,873.0,
11-01-2024,Client_1,Asset_41,JPY,826.0,
2024-01-11,Client_1,Asset_29,CAD,-42.0,
2024-01-11,Client_1,Asset_37,SEK,512.0,
2024-01-11,Client_1,Asset_18,USD,252.0,
01/11/2024,Client_1,Asset_47,CAD,504.0,
2024-01-11,Client_1,Asset_46,EUR,524.0,
2024-01-11,Client_1,Asset_45,USD,817.0,
2024-01-12,CLIENT_1,Asset_14,USD,555.0,
2024-01-12,Client_1,Asset_47,CAD,896.0,
2024-01-12,Client_1,Asset_7,JPY,390.0,
2024-01-12,Client_1,Asset_39,AUD,612.0,
2024-01-12,Client_1,Asset_49,USD,424.0,
20240112,Client_1,Asset_22,CHF,523.0,
2024-01-12,Client_1,Asset_40,GBP,180.0,
2024-01-12,Client_1,Asset_6,USD,806.0,irrelevant
2024-01-12,Client_1,Asset_20,USD,449.0,
2024-01-12,Client_1,Asset_27,USD,699.0,
12-01-2024,Client_1,Asset_31,GBP,943.0,
12-01-2024,Client_1,Asset_3,EUR,589.0,
2024-01-12,client_1 ,Asset_42,GBP,336.0,
2024-01-12,Client_1,Asset_25,USD,166.0,
2024-01-12,Client_1,Asset_1,EUR,107.0,
2024-01-12,Client_1,asset_19 ,CAD,210.0,
2024-01-12,client_1,Asset_17,CAD,836.0,
2024-01-12,Client_1,Asset_8,CAD,59.0,
2024-01-12,Client_1,Asset_46,EUR,550.0,irrelevant
2024-01-12,Client_1,Asset_9,USD,135.0,
2024-01-12,Client_1,Asset_11,AUD,602.0,
12-01-2024,Client_1,Asset_50,AUD,123.0,
2024-01-12,Client_1,Asset_10,gbp,159.0,
2024-01-15,Client_1,Asset_49,USD,766.0,
2024-01-15,Client_1,Asset_8,CAD,648.0,
2024-01-15,Client_1,Asset_43,GBP,633.0,
20240115,Client_1,Asset_47,CAD,654.0,
2024-01-15,Client_1,Asset_41,JPY,791.0,
2024-01-15,Client_1,asset_4 ,AUD,610.0,
2024-01-15,Client_1,Asset_12,USD,633.0,
2024-01-15,Client_1,Asset_9,USD,745.0,
2024-01-15,Client_1,Asset_50,AUD,244.0,
2024-01-15,Client_1,asset_19 ,CAD,857.0,
2024-01-15,Client_1,Asset_35,USD,337.0,
2024-01-15,Client_1,Asset_45,USD,581.0,
2024-01-15,Client_1,Asset_24,USD,749.0,
2024-01-15,Client_1,Asset_32,GBP,739.0,
2024-01-15,Client_1,Asset_34,USD,519.0,
2024-01-15,Client_1,Asset_6,USD,840.0,
2024-01-15,Client_1,Asset_11,AUD,553.0,
2024-01-15,Client_1,Asset_40,gbp ,217.0,
2024-01-15,Client_1,asset_3,EUR,331.0,
2024-01-15,Client_1,ASSET_16 ,SEK,91.0,
2024-01-15,Client_1,Asset_15,USD,406.0,
2024-01-15,Client_1,Asset_2,USD,133.0,
2024-01-15,Client_1,Asset_14,USD,795.0,
2024-01-15,Client_1,Asset_36,AUD,523.0,
2024-01-15,Client_1,Asset_46,EUR,258.0,
2024-01-16,Client_1,Asset_33,USD,103.0,
2024-01-16,Client_1,Asset_47,CAD,380.0,
2024-01-16,Client_1,Asset_39,AUD,956.0,
2024-01-16,Client_1,Asset_22,CHF,658.0,
2024-01-16,Client_1,Asset_13,USD,66.0,
2024-01-16,Client_1,Asset_48,USD,343.0,
2024-01-16,Client_1,Asset_10,GBP,465.0,
2024-01-16,Client_1,Asset_38,USD,724.0,
2024-01-16,Client_1,Asset_44,USD,692.0,
16-01-2024,Client_1,Asset_34,USD,430.0,
2024-01-16,Client_1,Asset_9,USD,129.0,
2024-01-16,Client_1,Asset_41,JPY,832.0,
2024-01-16,Client_1,Asset_18,USD,201.0,
2024-01-16,Client_1,Asset_8,CAD,788.0,
16-01-2024,Client_1,Asset_28,USD,217.0,
2024-01-16,Client_1,Asset_40,GBP,608.0,
2024-01-16,Client_1,Asset_37,SEK,868.0,
2024-01-16,Client_1,Asset_15,USD,277.0,
20240116,Client_1,Asset_1,EUR,675.0,
2024-01-16,Client_1,Asset_43,GBP,667.0,
2024-01-16,Client_1,ASSET_45 ,USD,375.0,
2024-01-16,Client_1,Asset_29,CAD,992.0,
2024-01-17,Client_1,ASSET_2,USD,538.0,
2024-01-17,Client_1,Asset_26,USD,463.0,
2024-01-17,Client_1,Asset_23,CAD,337.0,
2024-01-17,Client_1,Asset_12,usd,364.0,
2024-01-17,Client_1,Asset_48,USD,824.0,
2024-01-17,Client_1,Asset_21,EUR,,irrelevant
2024-01-17,Client_1,Asset_8,CAD,29.0,
2024-01-17,Client_1,Asset_32,GBP,371.0,
2024-01-17,Client_1,Asset_43,GBP,539.0,
2024-01-17,Client_1,Asset_16,SEK,13.0,
2024-01-17,Client_1,Asset_37,SEK,920.0,
2024-01-17,Client_1,Asset_35,usd,327.0,
2024-01-17,Client_1,Asset_18,USD,474.0,
17-01-2024,Client_1,Asset_5,USD,908.0,
2024-01-17,Client_1,Asset_13,USD,577.0,
2024-01-17,Client_1,Asset_49,USD,354.0,
2024-01-17,Client_1,Asset_19,cad,478.0,
2024-01-17,Client_1,Asset_31,GBP,602.0,
2024-01-17,Client_1,Asset_15,USD,368.0,
2024-01-17,Client_1,Asset_1,EUR,169.0,
2024-01-18,Client_1,Asset_28,USD,495.0,
2024-01-18,Client_1,Asset_31,GBP,216.0,
01/18/2024,Client_1,Asset_32,GBP,613.0,
2024-01-18,Client_1,Asset_41,JPY,408.0,
2024-01-18,Client_1,Asset_22,CHF,503.0,
2024-01-18,Client_1,Asset_5,USD,318.0,
2024-01-18,Client_1,Asset_30,USD,790.0,irrelevant
2024-01-18,Client_1,ASSET_7,JPY,961.0,
2024-01-18,Client_1,Asset_23,CAD,264.0,
20240118,Client_1,Asset_34,USD,107.0,
2024-01-18,Client_1,Asset_50,AUD,400.0,
2024-01-18,Client_1,Asset_36,AUD,861.0,
2024-01-18,Client_1,Asset_17,CAD,733.0,
2024-01-18,Client_1,Asset_19,CAD,177.0,
2024-01-18,Client_1,Asset_21,EUR,470.0,
2024-01-18,Client_1,ASSET_4,AUD,930.0,
01/18/2024,Client_1,Asset_38,USD,532.0,irrelevant
2024-01-19,Client_1,Asset_47,CAD,153.0,
2024-01-19,Client_1,Asset_9,USD,306.0,irrelevant
2024-01-19,Client_1,Asset_17,CAD,83.0,
2024-01-19,Client_1,asset_14,USD,163.0,
2024-01-19,Client_1,Asset_10,GBP,212.0,
2024-01-19,Client_1,Asset_39,AUD,690.0,
01/19/2024,Client_1,Asset_24,USD,168.0,
2024-01-19,Client_1,asset_28 ,USD,918.0,
2024-01-19,Client_1,Asset_20,USD,182.0,
2024-01-19,Client_1,Asset_11,AUD,16.0,
2024-01-19,Client_1,Asset_50,AUD,483.0,
2024-01-19,Client_1,Asset_34,USD,900.0,
2024-01-19,Client_1,Asset_7,JPY,486.0,
2024-01-19,Client_1,Asset_38,USD,478.0,
2024-01-19,Client_1,Asset_16,SEK,804.0,
2024-01-19,Client_1,Asset_1,EUR,514.0,
2024-01-19,Client_1,ASSET_44,USD ,963.0,
2024-01-19,Client_1,Asset_41,jpy ,159.0,
2024-01-19,Client_1,Asset_35,USD,938.0,
2024-01-19,Client_1,Asset_27,USD,552.0,
2024-01-22,Client_1,Asset_5,USD,-32.0,
2024-01-22,Client_1,Asset_42,GBP,472.0,
2024-01-22,Client_1,Asset_39,AUD,875.0,
2024-01-22,Client_1,Asset_11,AUD,563.0,N/A
2024-01-22,Client_1,Asset_47,CAD,729.0,
2024-01-22,Client_1,Asset_33,USD,395.0,
2024-01-22,Client_1,Asset_32,GBP,672.0,
2024-01-22,Client_1,Asset_14,usd,711.0,
2024-01-22,Client_1,Asset_27,USD,816.0,
2024-01-22,Client_1,Asset_18,USD,968.0,
2024-01-22,Client_1,Asset_20,USD,866.0,
2024-01-22,Client_1,Asset_31,GBP,142.0,
2024-01-22,Client_1,Asset_4,AUD,567.0,N/A
2024-01-22,Client_1,Asset_49,USD,886.0,
2024-01-22,Client_1,Asset_7,JPY,36.0,
2024-01-22,Client_1,Asset_17,CAD,707.0,
2024-01-22,Client_1,Asset_38,USD,721.0,
20240122,Client_1,Asset_16,SEK,287.0,
2024-01-22,Client_1,ASSET_21 ,EUR,43.0,
2024-01-22,Client_1,Asset_13,USD,433.0,
2024-01-23,Client_1,Asset_35,USD,834.0,
2024-01-23,Client_1,Asset_2,USD,453.0,
2024-01-23,Client_1,Asset_34,USD,430.0,
01/23/2024,Client_1,Asset_21,EUR,351.0,
2024-01-23,Client_1,ASSET_9 ,USD,858.0,
2024-01-23,Client_1,Asset_29,CAD,671.0,
2024-01-23,Client_1,ASSET_40 ,GBP,954.0,
2024-01-23,Client_1,Asset_37,SEK,361.0,
2024-01-23,Client_1,Asset_50,AUD,273.0,
2024-01-23,Client_1,Asset_14,USD,833.0,
2024-01-23,Client_1,Asset_16,SEK,,
2024-01-23,Client_1,Asset_43,GBP,476.0,
2024-01-23,Client_1,asset_32 ,GBP,118.0,
2024-01-23,Client_1,Asset_39,AUD,821.0,
2024-01-23,Client_1,Asset_28,USD,874.0,
2024-01-23,Client_1,Asset_22,CHF,684.0,
2024-01-23,Client_1,ASSET_10,GBP,401.0,
2024-01-24,Client_1,Asset_30,USD,388.0,
01/24/2024,Client_1,Asset_6,USD,447.0,
2024-01-24,client_1,Asset_5,USD,399.0,
2024-01-24,Client_1,Asset_25,USD,779.0,
2024-01-24,Client_1,Asset_38,USD,558.0,
2024-01-24,Client_1,ASSET_41,JPY,10.0,
2024-01-24,Client_1,Asset_34,USD,544.0,
2024-01-24,Client_1,Asset_1,EUR,,
2024-01-24,Client_1,Asset_10,GBP,-79.0,
2024-01-24,Client_1,ASSET_23,CAD,442.0,
2024-01-24,Client_1,Asset_27,USD,475.0,
01/24/2024,Client_1,Asset_45,USD,720.0,
2024-01-24,Client_1,Asset_44,USD,54.0,
2024-01-24,Client_1,Asset_35,USD,588.0,
2024-01-24,Client_1,Asset_48,USD,384.0,
2024-01-24,Client_1,Asset_31,GBP,448.0,
2024-01-24,Client_1,Asset_21,EUR,767.0,
2024-01-24,Client_1,Asset_29,CAD,201.0,
2024-01-24,Client_1,Asset_12,USD,59.0,
2024-01-24,Client_1,Asset_15,USD,654.0,
2024-01-24,Client_1,Asset_3,EUR,564.0,
2024-01-24,Client_1,Asset_14,USD,40.0,
2024-01-24,Client_1,Asset_46,EUR,964.0,
2024-01-25,Client_1,Asset_19,CAD,771.0,
2024-01-25,Client_1,Asset_30,USD,276.0,
2024-01-25,Client_1,Asset_24,USD,850.0,
2024-01-25,Client_1,Asset_50,AUD,939.0,
2024-01-25,Client_1,asset_36,AUD,99.0,
2024-01-25,Client_1,Asset_9,USD,54.0,
2024-01-25,Client_1,Asset_17,CAD,354.0,
2024-01-25,Client_1,Asset_15,USD,781.0,
2024-01-25,Client_1,Asset_38,USD,83.0,
2024-01-25,Client_1,Asset_46,EUR,17.0,
2024-01-25,Client_1,asset_41,JPY,681.0,
2024-01-25,Client_1,Asset_39,AUD,,
2024-01-25,Client_1,Asset_20,USD,-37.0,
2024-01-25,Client_1,Asset_37,SEK,45.0,
2024-01-25,Client_1,Asset_23,CAD,497.0,
2024-01-25,Client_1,Asset_48,USD,685.0,
2024-01-25,Client_1,Asset_13,USD,576.0,
2024-01-25,Client_1,Asset_27,USD,990.0,
2024-01-25,Client_1,Asset_14,USD,411.0,
2024-01-25,Client_1,Asset_21,eur ,509.0,
2024-01-25,Client_1,Asset_22,CHF,886.0,
2024-01-25,Client_1,Asset_44,USD,844.0,
2024-01-25,Client_1,ASSET_18,USD,50.0,
20240126,Client_1,Asset_42,GBP,963.0,
2024-01-26,Client_1,Asset_45,USD,799.0,
2024-01-26,Client_1,Asset_33,USD,670.0,
2024-01-26,Client_1,Asset_32,GBP,381.0,
20240126,Client_1,Asset_43,GBP,420.0,
2024-01-26,client_1,Asset_44,USD,72.0,
2024-01-26,Client_1,Asset_9,usd,848.0,
2024-01-26,Client_1,Asset_16,SEK,849.0,
2024-01-26,Client_1,Asset_31,GBP,634.0,
2024-01-26,Client_1,Asset_13,USD,100.0,
2024-01-26,Client_1,Asset_1,EUR,981.0,
26-01-2024,client_1 ,ASSET_3 ,eur ,750.0,
20240126,Client_1,Asset_27,USD,961.0,
2024-01-26,Client_1,Asset_24,usd,82.0,
2024-01-26,CLIENT_1 ,Asset_7,JPY,888.0,
2024-01-26,Client_1,Asset_2,USD,189.0,
2024-01-26,Client_1,Asset_5,USD,432.0,
2024-01-26,Client_1,Asset_14,USD,102.0,
2024-01-26,Client_1,Asset_29,CAD,183.0,
2024-01-26,Client_1,Asset_20,USD,70.0,
2024-01-26,Client_1,Asset_6,USD,183.0,
2024-01-26,Client_1,Asset_36,AUD,307.0,
20240129,Client_1,Asset_47,CAD,874.0,
2024-01-29,Client_1,Asset_37,SEK,699.0,
2024-01-29,Client_1,Asset_28,USD,909.0,
2024-01-29,Client_1,ASSET_7 ,JPY,871.0,
2024-01-29,Client_1,Asset_10,GBP,545.0,
01/29/2024,Client_1,asset_40,GBP,224.0,
2024-01-29,CLIENT_1,Asset_33,USD,562.0,
2024-01-29,Client_1,Asset_50,AUD,470.0,
2024-01-29,Client_1,Asset_36,AUD,336.0,
2024-01-29,Client_1,asset_14 ,USD,94.0,
2024-01-29,Client_1,Asset_22,CHF,303.0,
2024-01-29,Client_1,Asset_30,USD,592.0,
2024-01-29,Client_1,Asset_48,USD,769.0,
2024-01-29,CLIENT_1,Asset_21,EUR ,375.0,
2024-01-29,Client_1,Asset_17,CAD,470.0,
2024-01-29,Client_1,Asset_5,USD,884.0,
2024-01-29,Client_1,Asset_15,USD,378.0,
2024-01-29,Client_1,Asset_49,USD,711.0,
30-01-2024,Client_1,Asset_13,USD,356.0,
01/30/2024,Client_1,Asset_32,GBP,960.0,
2024-01-30,Client_1,Asset_44,USD,337.0,
2024-01-30,Client_1,Asset_49,USD,881.0,
2024-01-30,Client_1,Asset_12,USD,210.0,
2024-01-30,Client_1,Asset_19,CAD,658.0,
2024-01-30,Client_1,Asset_23,CAD,481.0,
2024-01-30,Client_1,Asset_48,USD,976.0,
2024-01-30,Client_1,asset_2,USD,564.0,
2024-01-30,Client_1,Asset_36,AUD,221.0,
2024-01-30,Client_1,Asset_35,USD,389.0,
2024-01-30,Client_1,Asset_38,USD,672.0,
01/30/2024,Client_1,Asset_24,USD,273.0,
2024-01-30,Client_1,Asset_20,USD,116.0,
01/30/2024,Client_1,Asset_43,GBP,594.0,
2024-01-30,Client_1,Asset_30,USD,218.0,
2024-01-30,Client_1,Asset_46,EUR,211.0,
2024-01-31,Client_1,Asset_31,GBP,435.0,
2024-01-31,Client_1,Asset_33,USD,565.0,
2024-01-31,Client_1,Asset_17,CAD,579.0,
20240131,Client_1,Asset_29,CAD,10.0,
2024-01-31,Client_1,Asset_8,CAD,139.0,
2024-01-31,Client_1,Asset_35,USD,114.0,
2024-01-31,Client_1,Asset_19,CAD,15.0,
2024-01-31,Client_1,Asset_24,USD,934.0,
2024-01-31,Client_1,Asset_14,USD,288.0,
2024-01-31,Client_1,Asset_10,GBP,383.0,
01/31/2024,Client_1,Asset_30,USD,193.0,
2024-01-31,Client_1,asset_9 ,USD,250.0,
2024-01-31,Client_1,Asset_41,JPY,887.0,
01/31/2024,Client_1,Asset_5,usd,492.0,
2024-01-31,Client_1,Asset_37,SEK,518.0,
2024-01-31,Client_1,ASSET_6,USD,745.0,
2024-02-01,Client_1,Asset_31,gbp,558.0,
2024-02-01,Client_1,Asset_9,USD,940.0,
2024-02-01,Client_1,Asset_36,AUD,393.0,
2024-02-01,Client_1,Asset_33,USD,74.0,
2024-02-01,Client_1,Asset_39,AUD,528.0,
2024-02-01,Client_1,Asset_44,USD,715.0,
2024-02-01,Client_1,Asset_32,GBP ,606.0,
01-02-2024,Client_1,Asset_13,USD,559.0,
2024-02-01,Client_1,Asset_40,GBP ,172.0,
2024-02-01,Client_1,Asset_45,USD,853.0,
2024-02-01,Client_1,Asset_6,USD,483.0,
2024-02-01,Client_1,Asset_2,USD,123.0,
2024-02-01,Client_1,Asset_12,USD,92.0,
2024-02-01,Client_1,Asset_10,gbp ,573.0,
2024-02-01,Client_1,Asset_28,USD,581.0,
2024-02-02,Client_1,Asset_13,USD,943.0,
2024-02-02,Client_1,Asset_23,CAD,978.0,
2024-02-02,Client_1,Asset_36,AUD,758.0,
2024-02-02,client_1,Asset_30,USD,207.0,
20240202,Client_1,Asset_41,JPY,842.0,N/A
2024-02-02,Client_1,Asset_49,USD,362.0,
2024-02-02,Client_1,Asset_1,EUR,261.0,
2024-02-02,Client_1,asset_25,USD,290.0,
2024-02-02,Client_1,Asset_24,USD,668.0,
2024-02-02,Client_1,Asset_20,USD,774.0,
2024-02-02,Client_1,Asset_28,USD,370.0,
2024-02-02,Client_1,Asset_9,USD,576.0,
2024-02-02,Client_1,Asset_45,USD,56.0,
2024-02-02,Client_1,Asset_17,CAD,757.0,
2024-02-02,Client_1,Asset_44,USD,863.0,
2024-02-02,Client_1,Asset_50,AUD,335.0,
2024-02-02,Client_1,asset_6 ,USD,316.0,
2024-02-02,Client_1,Asset_10,GBP,519.0,
02/02/2024,Client_1,ASSET_42 ,GBP,820.0,
2024-02-02,Client_1,Asset_8,CAD ,829.0,
2024-02-02,Client_1,Asset_32,GBP,758.0,
2024-02-05,Client_1,Asset_8,CAD,187.0,
2024-02-05,Client_1,Asset_30,USD,72.0,
02/05/2024,Client_1,Asset_7,JPY ,407.0,
2024-02-05,Client_1,Asset_22,CHF,330.0,
2024-02-05,Client_1,Asset_24,usd,883.0,
2024-02-05,Client_1,Asset_41,JPY,929.0,
2024-02-05,Client_1,Asset_44,USD,951.0,
2024-02-05,Client_1,Asset_31,GBP,110.0,
2024-02-05,Client_1,Asset_10,GBP,154.0,
2024-02-05,Client_1,Asset_19,CAD,904.0,
2024-02-05,Client_1,Asset_25,USD,779.0,
2024-02-05,Client_1,ASSET_26,USD,890.0,
2024-02-05,Client_1,Asset_37,SEK,58.0,N/A
2024-02-05,Client_1,Asset_50,AUD,128.0,
2024-02-05,Client_1,asset_17,CAD,254.0,
2024-02-06,Client_1,Asset_21,EUR,109.0,
2024-02-06,Client_1,Asset_49,USD,411.0,
2024-02-06,Client_1,Asset_9,USD,916.0,
2024-02-06,Client_1,Asset_7,JPY,879.0,
2024-02-06,Client_1,Asset_37,SEK,509.0,
2024-02-06,Client_1,Asset_28,USD,246.0,
2024-02-06,client_1 ,Asset_38,USD,951.0,
2024-02-06,Client_1,Asset_16,SEK,604.0,
2024-02-06,Client_1,Asset_8,CAD,807.0,
